TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",92.1%,2.8,2.8,0.57%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח",7989,92.1%,2.8,2.8,0.57%,0.00%,דווח,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח",7989,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.1,1.1,0.56%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח ממשלתי",7990,100.0%,1.1,1.1,0.56%,0.00%,דווח,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח ממשלתי",7990,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.1%,18.0,18.4,0.53%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,כלל גמל לעתיד מניות ,7991,93.1%,18.0,18.4,0.53%,0.00%,דווח,- - -,06/18-11/16,,כלל גמל לעתיד מניות ,7991,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.8%,34.4,34.8,0.58%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח עד 15% מניות ",7992,90.8%,34.4,34.8,0.58%,0.00%,דווח,- - -,06/18-11/16,,"כלל גמל לעתיד אג""ח עד 15% מניות ",7992,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.1,0.1,0.58%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,כלל גמל לעתיד שיקלי טווח קצר,7993,100.0%,0.1,0.1,0.58%,0.00%,דווח,- - -,06/18-11/16,,כלל גמל לעתיד שיקלי טווח קצר,7993,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,3.9,3.9,0.48%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,כלל גמל לעתיד הלכה ,7994,99.9%,3.9,3.9,0.48%,0.00%,דווח,- - -,06/18-11/16,,כלל גמל לעתיד הלכה ,7994,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,37.5,38.0,0.58%,-0.40%,- - -,- - -,- - -,- - -,06/18-12/16,,הלמן-אלדובי להשקעה כללי,7998,100.0%,37.5,38.0,0.58%,-0.40%,דווח,- - -,06/18-12/16,,הלמן-אלדובי להשקעה כללי,7998,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,5.3,5.5,0.61%,-1.20%,- - -,- - -,- - -,- - -,06/18-12/16,,הלמן-אלדובי להשקעה פאסיבי-כללי,7999,100.0%,5.3,5.5,0.61%,-1.20%,דווח,- - -,06/18-12/16,,הלמן-אלדובי להשקעה פאסיבי-כללי,7999,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.4%,3.0,3.1,0.46%,0.13%,- - -,- - -,- - -,- - -,06/18-12/16,,הלמן-אלדובי להשקעה מניות ,8003,97.4%,3.0,3.1,0.46%,0.13%,דווח,- - -,06/18-12/16,,הלמן-אלדובי להשקעה מניות ,8003,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.4%,0.3,0.4,0.00%,6.85%,- - -,- - -,- - -,- - -,06/18-12/16,,הלמן-אלדובי להשקעה שריעה,8004,99.4%,0.3,0.4,0.00%,6.85%,דווח,- - -,06/18-12/16,,הלמן-אלדובי להשקעה שריעה,8004,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",83.4%,134.5,137.3,0.63%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,הראל גמל להשקעה כללי,8211,83.4%,134.5,137.3,0.63%,0.00%,דווח,- - -,06/18-11/16,,הראל גמל להשקעה כללי,8211,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.9%,17.9,18.1,0.65%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"הראל גמל להשקעה אג""ח עד 10% מניות",8520,89.9%,17.9,18.1,0.65%,0.00%,דווח,- - -,06/18-11/16,,"הראל גמל להשקעה אג""ח עד 10% מניות",8520,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",85.3%,38.3,39.0,0.66%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"הראל גמל להשקעה אג""ח עד 20% מניות",8521,85.3%,38.3,39.0,0.66%,0.00%,דווח,- - -,06/18-11/16,,"הראל גמל להשקעה אג""ח עד 20% מניות",8521,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.5%,24.0,24.4,0.61%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,הראל גמל להשקעה מניות ,8522,93.5%,24.0,24.4,0.61%,0.00%,דווח,- - -,06/18-11/16,,הראל גמל להשקעה מניות ,8522,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.3,1.2,0.63%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,הראל גמל להשקעה שיקלי טווח קצר,8523,100.0%,1.3,1.2,0.63%,0.00%,דווח,- - -,06/18-11/16,,הראל גמל להשקעה שיקלי טווח קצר,8523,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.2%,268.8,271.8,0.68%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ כללי ,8675,89.2%,268.8,271.8,0.68%,0.01%,דווח,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ כללי ,8675,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.3%,13.6,13.7,0.70%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,"מנורה מבטחים חסכון טופ אג""ח",8678,94.3%,13.6,13.7,0.70%,0.01%,דווח,- - -,06/18-11/16,,"מנורה מבטחים חסכון טופ אג""ח",8678,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,24.5,25.1,0.62%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ פאסיבי מניות,8683,99.6%,24.5,25.1,0.62%,0.01%,דווח,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ פאסיבי מניות,8683,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,22.5,23.0,0.70%,0.02%,- - -,- - -,- - -,- - -,06/18-11/16,,"מנורה מבטחים חסכון טופ פאסיבי - אג""ח עד 25% במניות",8684,99.6%,22.5,23.0,0.70%,0.02%,דווח,- - -,06/18-11/16,,"מנורה מבטחים חסכון טופ פאסיבי - אג""ח עד 25% במניות",8684,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,2.5,2.4,0.70%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ שיקלי טווח קצר,8693,99.9%,2.5,2.4,0.70%,0.01%,דווח,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ שיקלי טווח קצר,8693,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,6.6,6.7,0.77%,0.02%,- - -,- - -,- - -,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ מסלול הלכה,8716,100.0%,6.6,6.7,0.77%,0.02%,דווח,- - -,06/18-11/16,,מנורה מבטחים חסכון טופ מסלול הלכה,8716,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",87.2%,24.3,24.3,0.51%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,אינפיניטי גמל להשקעה כללי ,9638,87.2%,24.3,24.3,0.51%,0.01%,דווח,- - -,06/18-11/16,,אינפיניטי גמל להשקעה כללי ,9638,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.1%,9.3,9.4,0.52%,0.06%,- - -,- - -,- - -,- - -,06/18-11/16,,"אינפיניטי גמל להשקעה אג""ח עד 15% מניות",9639,89.1%,9.3,9.4,0.52%,0.06%,דווח,- - -,06/18-11/16,,"אינפיניטי גמל להשקעה אג""ח עד 15% מניות",9639,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.4%,218.9,225.2,0.61%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,ילין לפידות קופת גמל להשקעה מסלול כללי ,11390,90.4%,218.9,225.2,0.61%,0.01%,דווח,- - -,06/18-11/16,,ילין לפידות קופת גמל להשקעה מסלול כללי ,11390,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.3%,9.8,9.9,0.64%,0.02%,- - -,- - -,- - -,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח עד 10% מניות",11391,89.3%,9.8,9.9,0.64%,0.02%,דווח,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח עד 10% מניות",11391,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.7%,45.3,46.2,0.61%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח עד 20% מניות",11392,89.7%,45.3,46.2,0.61%,0.01%,דווח,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח עד 20% מניות",11392,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.2%,2.7,2.7,0.62%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח ממשלות",11393,99.2%,2.7,2.7,0.62%,0.00%,דווח,- - -,06/18-11/16,,"ילין לפידות קופת גמל להשקעה מסלול אג""ח ממשלות",11393,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.9%,119.7,122.7,0.59%,0.02%,- - -,- - -,- - -,- - -,06/18-11/16,,ילין לפידות קופת גמל להשקעה מסלול מניות ,11394,92.9%,119.7,122.7,0.59%,0.02%,דווח,- - -,06/18-11/16,,ילין לפידות קופת גמל להשקעה מסלול מניות ,11394,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",96.1%,6.7,6.9,0.53%,0.01%,- - -,- - -,- - -,- - -,06/18-11/16,,אינפיניטי גמל להשקעה מניות ,11407,96.1%,6.7,6.9,0.53%,0.01%,דווח,- - -,06/18-11/16,,אינפיניטי גמל להשקעה מניות ,11407,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,27.8,30.3,0.53%,0.00%,- - -,- - -,- - -,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה מחקה מדד S&amp;P500,11411,99.6%,27.8,30.3,0.53%,0.00%,דווח,- - -,06/18-11/16,,אי.בי.אי. גמל להשקעה מחקה מדד S&amp;P500,11411,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.0%,3.1,3.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-04/17,,"אי.בי.אי. גמל להשקעה מחקה מדד נדל""ן מניב ישראל",11578,86.0%,3.1,3.0,- - -,- - -,דווח,- - -,06/18-04/17,,"אי.בי.אי. גמל להשקעה מחקה מדד נדל""ן מניב ישראל",11578,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-01/18,,אינטרגמל קופות גמל להשקעה כללי פאסיבי,11938,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-01/18,,אינטרגמל קופות גמל להשקעה כללי פאסיבי,11938,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,06/18-03/18,,אלטשולר שחם חיסכון פלוס הלכה,12257,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/18-03/18,,אלטשולר שחם חיסכון פלוס הלכה,12257,- - -,"5,297.2","5,421.1",,---,- - -,- - -,- - -,,06/18-07/99

Textbox65,Textbox48,TZVIRA_NETO,YIT_NCHASIM_BFOAL,SHIUR_DMEI_NIHUL_AHARON,SHIUR_DMEI_NIHUL_AHARON2,Textbox51,Textbox9,Textbox4,Textbox39,TSUA_MITZ_TKUFA,SHM_SUG_KUPA,Textbox24,Textbox25,Textbox26,Textbox27,Textbox29,Textbox10,Textbox11,Textbox5,Textbox30,Textbox31
"שיעור דמי ניהול ממוצע לשנת
2017",84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99,תגמולים ואישית לפיצויים,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",84.6%,"89,648.9","212,149.5",0.61%,- - -,- - -,4.71%,3.39%,210.98%,06/18-07/99,קרנות השתלמות,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.0%,"-16,268.5","15,361.3",0.52%,- - -,- - -,4.33%,2.98%,210.75%,06/18-07/99,מרכזית לפיצויים,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.6%,175.6,880.2,1.95%,- - -,- - -,3.55%,1.89%,195.04%,06/18-07/99,מטרה אחרת,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,"5,297.2","5,421.1",0.65%,0.00%,- - -,- - -,- - -,- - -,06/18-07/99,קופת גמל להשקעה,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.1%,"3,778.3","3,920.4",0.00%,0.00%,- - -,- - -,- - -,- - -,06/18-07/99,קופת גמל להשקעה - חסכון לילד,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99

