TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/01-11/99,לא פעיל,לבונה - קופנ מרכזית לפיצויים,629,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/01-11/99,לא פעיל,לבונה - קופנ מרכזית לפיצויים,629,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/01-11/99,לא פעיל,לבונה - קופה מרכזית לפיצויים,630,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/01-11/99,לא פעיל,לבונה - קופה מרכזית לפיצויים,630,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/01-11/99,לא פעיל,לבונה - קופה מרכזית לפיצויים,631,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/01-11/99,לא פעיל,לבונה - קופה מרכזית לפיצויים,631,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-130.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/15-11/99,לא פעיל,מקבץ,641,- - -,-130.8,- - -,- - -,- - -,רב מסלולית,- - -,01/15-11/99,לא פעיל,מקבץ,641,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/03-11/99,לא פעיל,מודוס פיצויים-מדדי,651,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/03-11/99,לא פעיל,מודוס פיצויים-מדדי,651,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - מעורב,676,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - מעורב,676,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - מניות,677,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - מניות,677,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - גמיש מעורב,678,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-12/99,לא פעיל,מודוס פיצויים - גמיש מעורב,678,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.3%,19.0,300.5,0.27%,- - -,- - -,- - -,- - -,- - -,06/18-01/00,,סנונית,682,91.3%,19.0,300.5,0.27%,- - -,רב מסלולית,- - -,06/18-01/00,,סנונית,682,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,363.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-06/00,לא פעיל,פסגות גמל מסלולית לפיצויים,683,- - -,363.9,- - -,- - -,- - -,רב מסלולית,- - -,11/09-06/00,לא פעיל,פסגות גמל מסלולית לפיצויים,683,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.0%,-95.6,42.8,0.00%,- - -,- - -,- - -,- - -,- - -,06/18-01/00,,הדס,684,97.0%,-95.6,42.8,0.00%,- - -,רב מסלולית,- - -,06/18-01/00,,הדס,684,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,73.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-06/00,לא פעיל, *** אקסלנס מרכזית לפיצויים,687,- - -,73.2,- - -,- - -,- - -,דווח,- - -,12/13-06/00,לא פעיל, *** אקסלנס מרכזית לפיצויים,687,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/03-06/00,לא פעיל,תמוז - פיצויים מדדי,702,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/03-06/00,לא פעיל,תמוז - פיצויים מדדי,702,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב מדד,703,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב מדד,703,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב,704,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב,704,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב מניות,705,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים מעורב מניות,705,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים גמיש מעורב,706,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/03-06/00,לא פעיל,תמוז - פיצויים גמיש מעורב,706,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,61.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-01/01,לא פעיל, *** כלל מושלם פיצויים,727,- - -,61.1,- - -,- - -,- - -,דווח,- - -,12/13-01/01,לא פעיל, *** כלל מושלם פיצויים,727,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,95.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-01/01,לא פעיל, *** מיטב מרום,735,- - -,95.8,- - -,- - -,- - -,רב מסלולית,- - -,07/14-01/01,לא פעיל, *** מיטב מרום,735,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.0%,2.1,5.7,0.95%,- - -,0.82,7.86%,4.09%,- - -,06/18-01/01,," *** הראל קמ""פ מסלול מניות ",739,93.0%,2.1,5.7,0.95%,- - -,דווח,- - -,06/18-01/01,," *** הראל קמ""פ מסלול מניות ",739,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/14-01/01,לא פעיל," *** הראל מרכזית לפיצויים-מט""ח",740,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/14-01/01,לא פעיל," *** הראל מרכזית לפיצויים-מט""ח",740,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.2%,9.0,28.3,0.71%,- - -,0.58,1.51%,1.36%,- - -,06/18-01/01,," *** הראל קמ""פ מסלול אג""ח צמוד מדד",741,88.2%,9.0,28.3,0.71%,- - -,דווח,- - -,06/18-01/01,," *** הראל קמ""פ מסלול אג""ח צמוד מדד",741,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.8%,49.1,74.1,0.63%,- - -,1.38,3.03%,2.52%,- - -,06/18-01/01,," *** הראל קמ""פ מסלול שקלי",742,86.8%,49.1,74.1,0.63%,- - -,דווח,- - -,06/18-01/01,," *** הראל קמ""פ מסלול שקלי",742,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",82.5%,42.9,89.0,0.73%,- - -,1.13,3.69%,2.66%,- - -,06/18-01/01,," *** הראל קמ""פ אג""ח עד 15% מניות",743,82.5%,42.9,89.0,0.73%,- - -,דווח,- - -,06/18-01/01,," *** הראל קמ""פ אג""ח עד 15% מניות",743,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.9%,77.2,176.0,0.84%,- - -,1.09,4.50%,3.33%,- - -,06/18-01/01,, *** מגדל-מרכזית לפיצויים,745,89.9%,77.2,176.0,0.84%,- - -,דווח,- - -,06/18-01/01,, *** מגדל-מרכזית לפיצויים,745,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-5.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-01/01,לא פעיל, *** איפקס מרכזית לפיצויים,748,- - -,-5.2,- - -,- - -,- - -,דווח,- - -,07/14-01/01,לא פעיל, *** איפקס מרכזית לפיצויים,748,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/03-01/01,לא פעיל,אומגה-מרכזית לפיצויים,751,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/03-01/01,לא פעיל,אומגה-מרכזית לפיצויים,751,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,186.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/12-01/01,לא פעיל, *** אלטשולר שחם מרכזית לפיצויים,754,- - -,186.0,- - -,- - -,- - -,דווח,- - -,09/12-01/01,לא פעיל, *** אלטשולר שחם מרכזית לפיצויים,754,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-2.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/08-01/01,לא פעיל,הלמן אלדובי מרכזית לפיצויים מעגן,760,- - -,-2.1,- - -,- - -,- - -,דווח,- - -,12/08-01/01,לא פעיל,הלמן אלדובי מרכזית לפיצויים מעגן,760,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/03-01/01,לא פעיל,אנפה מרכזית לפיצויים,765,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/03-01/01,לא פעיל,אנפה מרכזית לפיצויים,765,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/03-01/01,לא פעיל,עיט מרכזית לפיצויים,766,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/03-01/01,לא פעיל,עיט מרכזית לפיצויים,766,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.0%,8.9,19.3,0.41%,- - -,0.96,4.09%,2.61%,- - -,06/18-01/01,,מיטב דש פיצויים שוהם כהלכה,769,95.0%,8.9,19.3,0.41%,- - -,דווח,- - -,06/18-01/01,,מיטב דש פיצויים שוהם כהלכה,769,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.9%,10.7,38.5,0.66%,- - -,0.97,2.90%,2.04%,- - -,06/18-11/02,, *** אקסלנס מרכזית לפיצויים שקלי,801,98.9%,10.7,38.5,0.66%,- - -,דווח,- - -,06/18-11/02,, *** אקסלנס מרכזית לפיצויים שקלי,801,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,30.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל, *** אקסלנס משכית כללי,802,- - -,30.2,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל, *** אקסלנס משכית כללי,802,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל," *** אקסלנס משכית מט""חי",803,- - -,0.7,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל," *** אקסלנס משכית מט""חי",803,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.0%,1.9,4.4,0.94%,- - -,0.76,7.15%,5.38%,- - -,06/18-11/02,,אקסלנס מרכזית לפיצויים מחקה מדדי מניות,804,95.0%,1.9,4.4,0.94%,- - -,דווח,- - -,06/18-11/02,,אקסלנס מרכזית לפיצויים מחקה מדדי מניות,804,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,11.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל, *** אקסלנס משכית שקלי טווח קצר,805,- - -,11.0,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל, *** אקסלנס משכית שקלי טווח קצר,805,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.9%,12.1,39.0,0.64%,- - -,0.58,1.84%,1.32%,- - -,06/18-11/02,,אקסלנס מרכזית לפיצויים צמוד מדד,806,90.9%,12.1,39.0,0.64%,- - -,דווח,- - -,06/18-11/02,,אקסלנס מרכזית לפיצויים צמוד מדד,806,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/12-11/02,לא פעיל,"אקסלנס משכית מט""ח טווח קצר",807,- - -,0.0,- - -,- - -,- - -,דווח,- - -,05/12-11/02,לא פעיל,"אקסלנס משכית מט""ח טווח קצר",807,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-3.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-11/02,לא פעיל,כוכב,810,- - -,-3.8,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/10-11/02,לא פעיל,כוכב,810,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.7%,101.9,195.7,0.00%,- - -,- - -,- - -,- - -,- - -,06/18-01/03,,הראל רבת מסלולים,820,93.7%,101.9,195.7,0.00%,- - -,רב מסלולית,- - -,06/18-01/03,,הראל רבת מסלולים,820,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/08-01/03,לא פעיל,הראל אורן,823,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/08-01/03,לא פעיל,הראל אורן,823,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.6%,17.8,153.6,0.67%,- - -,1.24,4.71%,3.36%,- - -,06/18-05/03,,מבטחים מרכזית לפיצויים,827,86.6%,17.8,153.6,0.67%,- - -,דווח,- - -,06/18-05/03,,מבטחים מרכזית לפיצויים,827,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,4.3,5.9,0.55%,- - -,-3.36,0.30%,0.07%,- - -,06/18-04/03,,פסגות שיא פיצויים כספית,839,100.0%,4.3,5.9,0.55%,- - -,דווח,- - -,06/18-04/03,,פסגות שיא פיצויים כספית,839,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.1%,3.2,8.0,0.60%,- - -,0.85,2.49%,1.63%,- - -,06/18-04/03,,פסגות שיא פיצויים שקלית ללא מניות,840,95.1%,3.2,8.0,0.60%,- - -,דווח,- - -,06/18-04/03,,פסגות שיא פיצויים שקלית ללא מניות,840,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/08-06/03,לא פעיל,פריזמה מגוון צמוד מדד לטווח בינוני,841,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/08-06/03,לא פעיל,פריזמה מגוון צמוד מדד לטווח בינוני,841,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.3%,9.5,28.2,0.57%,- - -,0.51,1.82%,1.46%,- - -,06/18-06/03,,פסגות שיא פיצויים מדדית ללא מניות,842,92.3%,9.5,28.2,0.57%,- - -,דווח,- - -,06/18-06/03,,פסגות שיא פיצויים מדדית ללא מניות,842,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-06/03,לא פעיל,"פסגות מגוון מניות חו""ל",843,- - -,0.3,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-06/03,לא פעיל,"פסגות מגוון מניות חו""ל",843,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.9%,7.1,11.1,0.36%,- - -,0.99,9.50%,5.26%,- - -,06/18-06/03,,פסגות שיא פיצויים מניות,844,91.9%,7.1,11.1,0.36%,- - -,דווח,- - -,06/18-06/03,,פסגות שיא פיצויים מניות,844,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.1%,76.7,95.1,0.45%,- - -,0.99,2.83%,1.96%,- - -,06/18-06/03,,פסגות שיא פיצויים עד 10% מניות,845,93.1%,76.7,95.1,0.45%,- - -,דווח,- - -,06/18-06/03,,פסגות שיא פיצויים עד 10% מניות,845,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/13-10/03,לא פעיל, *** מגדל פלטינום למעסיק,870,- - -,2.4,- - -,- - -,- - -,רב מסלולית,- - -,09/13-10/03,לא פעיל, *** מגדל פלטינום למעסיק,870,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,61.3,390.7,0.33%,- - -,- - -,- - -,- - -,- - -,06/18-10/03,, *** מיטב דש פיצויים - רבת מסלולים,885,92.8%,61.3,390.7,0.33%,- - -,רב מסלולית,- - -,06/18-10/03,, *** מיטב דש פיצויים - רבת מסלולים,885,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",83.4%,-181.9,"1,230.2",0.76%,- - -,1.23,4.93%,3.24%,- - -,06/18-10/03,, *** מיטב דש פיצויים - כללי,886,83.4%,-181.9,"1,230.2",0.76%,- - -,דווח,- - -,06/18-10/03,, *** מיטב דש פיצויים - כללי,886,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - מדדי,887,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - מדדי,887,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - שקלי,888,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - שקלי,888,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - מניות,889,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-10/03,לא פעיל,מיטב פיצויים - מניות,889,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-10/03,לא פעיל,"מיטב פיצויים - מט""ח",890,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-10/03,לא פעיל,"מיטב פיצויים - מט""ח",890,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח ארוך,912,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח ארוך,912,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח בינוני,913,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח בינוני,913,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,8.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח קצר,914,- - -,8.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי טווח קצר,914,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,"הלמן אלדובי מרכזית מט""ח",915,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,"הלמן אלדובי מרכזית מט""ח",915,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית צמוד מדד,916,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית צמוד מדד,916,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
