TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-2.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/08-01/01,לא פעיל,"מושבים - אג""ח שקלי שחר",711,- - -,-2.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/08-01/01,לא פעיל,"מושבים - אג""ח שקלי שחר",711,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,5.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/07-01/01,לא פעיל,"מושבים - מדדי אג""ח גליל",712,- - -,5.4,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/07-01/01,לא פעיל,"מושבים - מדדי אג""ח גליל",712,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/08-03/05,לא פעיל,"מושבים מט""ח יורו",713,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/08-03/05,לא פעיל,"מושבים מט""ח יורו",713,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/04-01/04,לא פעיל,** שם מנהל,720,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/04-01/04,לא פעיל,** שם מנהל,720,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.4%,-6.6,190.4,0.56%,0.53%,1.07,2.17%,1.85%,- - -,06/18-01/01,," *** הלמן-אלדובי בר-יציב אג""ח צמוד מדד",722,88.4%,-6.6,190.4,0.56%,0.53%,דווח,- - -,06/18-01/01,," *** הלמן-אלדובי בר-יציב אג""ח צמוד מדד",722,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.7%,67.4,174.9,0.58%,0.37%,1.09,2.08%,0.65%,- - -,06/18-01/01,, *** הלמן-אלדובי בר-יציב שקלי,723,94.7%,67.4,174.9,0.58%,0.37%,דווח,- - -,06/18-01/01,, *** הלמן-אלדובי בר-יציב שקלי,723,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.6%,17.7,59.2,0.51%,0.35%,0.67,6.60%,2.72%,- - -,06/18-01/01,, *** הלמן-אלדובי בר-יציב מניות,724,89.6%,17.7,59.2,0.51%,0.35%,דווח,- - -,06/18-01/01,, *** הלמן-אלדובי בר-יציב מניות,724,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,207.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/13-01/01,לא פעיל, *** הדס ארזים גמל,725,- - -,207.0,- - -,- - -,- - -,דווח,- - -,09/13-01/01,לא פעיל, *** הדס ארזים גמל,725,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/09-01/01,לא פעיל,קתדרה-היי טק,728,- - -,-0.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/09-01/01,לא פעיל,קתדרה-היי טק,728,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,31.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-01/01,לא פעיל, *** אנליסט קתדרה כללי,730,- - -,31.1,- - -,- - -,- - -,דווח,- - -,12/15-01/01,לא פעיל, *** אנליסט קתדרה כללי,730,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/09-01/01,לא פעיל,קתדרה שקלי קצר,731,- - -,-0.4,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/09-01/01,לא פעיל,קתדרה שקלי קצר,731,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-01/01,לא פעיל," *** אנליסט קתדרה - אג""ח",732,- - -,-0.1,- - -,- - -,- - -,דווח,- - -,12/15-01/01,לא פעיל," *** אנליסט קתדרה - אג""ח",732,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/13-01/01,לא פעיל," *** אנליסט קתדרה - אג""ח ממשלתי",733,- - -,0.8,- - -,- - -,- - -,דווח,- - -,07/13-01/01,לא פעיל," *** אנליסט קתדרה - אג""ח ממשלתי",733,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/13-01/01,לא פעיל, *** אנליסט קתדרה - מניות,734,- - -,-0.1,- - -,- - -,- - -,דווח,- - -,07/13-01/01,לא פעיל, *** אנליסט קתדרה - מניות,734,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",84.1%,220.2,"1,174.5",0.64%,0.00%,1.17,4.71%,3.37%,- - -,06/18-01/01,, *** מגדל לתגמולים ולפיצויים כללי,744,84.1%,220.2,"1,174.5",0.64%,0.00%,דווח,- - -,06/18-01/01,, *** מגדל לתגמולים ולפיצויים כללי,744,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,55.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/14-01/01,לא פעיל, *** איפקס תגמולים כללי,747,- - -,55.0,- - -,- - -,- - -,דווח,- - -,06/14-01/01,לא פעיל, *** איפקס תגמולים כללי,747,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/03-01/01,לא פעיל,אומגה-תגמולים ופיצויים,753,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/03-01/01,לא פעיל,אומגה-תגמולים ופיצויים,753,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,25.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/09-01/01,לא פעיל,אלטשולר שחם ברקת,755,- - -,25.3,- - -,- - -,- - -,דווח,- - -,12/09-01/01,לא פעיל,אלטשולר שחם ברקת,755,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,592.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/12-01/01,לא פעיל, *** אלטשולר שחם יהלום מסלול כללי,756,- - -,592.5,- - -,- - -,- - -,דווח,- - -,09/12-01/01,לא פעיל, *** אלטשולר שחם יהלום מסלול כללי,756,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,1.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/09-01/01,לא פעיל,"הלמן אלדובי גמל מט""ח",758,- - -,1.0,- - -,- - -,- - -,דווח,- - -,02/09-01/01,לא פעיל,"הלמן אלדובי גמל מט""ח",758,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.2%,156.3,214.0,0.62%,0.25%,0.87,8.33%,4.60%,- - -,06/18-01/01,,הראל גמל מסלול מניות,761,92.2%,156.3,214.0,0.62%,0.25%,דווח,- - -,06/18-01/01,,הראל גמל מסלול מניות,761,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",76.4%,"1,629.3","2,075.4",0.58%,0.13%,1.60,3.74%,3.24%,- - -,06/18-01/01,,"הראל גמל מסלול אג""ח עד 10% מניות ",762,76.4%,"1,629.3","2,075.4",0.58%,0.13%,דווח,- - -,06/18-01/01,,"הראל גמל מסלול אג""ח עד 10% מניות ",762,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,33.9,128.1,0.60%,1.03%,0.89,3.96%,2.18%,- - -,06/18-01/01,, *** מיטב דש גמל הלכה,767,99.6%,33.9,128.1,0.60%,1.03%,דווח,- - -,06/18-01/01,, *** מיטב דש גמל הלכה,767,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,81.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-01/02,לא פעיל, *** אי.בי.אי תגמולים - כללי,770,- - -,81.2,- - -,- - -,- - -,דווח,- - -,01/16-01/02,לא פעיל, *** אי.בי.אי תגמולים - כללי,770,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/02,לא פעיל,מוטורולה,771,- - -,0.9,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/02,לא פעיל,מוטורולה,771,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,86.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-01/02,לא פעיל," *** פסגות סגנון גמל אג""ח",774,- - -,86.5,- - -,- - -,- - -,דווח,- - -,12/11-01/02,לא פעיל," *** פסגות סגנון גמל אג""ח",774,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-384.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-01/02,לא פעיל, *** פסגות גמל בטא סגנון,775,- - -,-384.5,- - -,- - -,- - -,דווח,- - -,12/13-01/02,לא פעיל, *** פסגות גמל בטא סגנון,775,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,90.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-01/02,לא פעיל, *** פסגות סגנון גמל כספית,776,- - -,90.7,- - -,- - -,- - -,דווח,- - -,12/11-01/02,לא פעיל, *** פסגות סגנון גמל כספית,776,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,14.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל מניות,782,- - -,14.3,- - -,- - -,- - -,דווח,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל מניות,782,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/10-01/02,לא פעיל,"מיטב גאון גמל-מט""ח",783,- - -,3.5,- - -,- - -,- - -,דווח,- - -,06/10-01/02,לא פעיל,"מיטב גאון גמל-מט""ח",783,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,56.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל צמוד מדד,784,- - -,56.3,- - -,- - -,- - -,דווח,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל צמוד מדד,784,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,32.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל שקלי,785,- - -,32.0,- - -,- - -,- - -,דווח,- - -,03/12-01/02,לא פעיל, *** מיטב דינאמית גמל שקלי,785,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,25.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל פלטינום שקלי,787,- - -,25.0,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל פלטינום שקלי,787,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,249.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-11/02,לא פעיל, *** אקסלנס אופיר כללי,788,- - -,249.9,- - -,- - -,- - -,דווח,- - -,12/11-11/02,לא פעיל, *** אקסלנס אופיר כללי,788,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,4.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-11/02,לא פעיל," *** אקסלנס גמל מט""ח",789,- - -,4.7,- - -,- - -,- - -,דווח,- - -,01/16-11/02,לא פעיל," *** אקסלנס גמל מט""ח",789,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,28.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל פלטינום מניות,790,- - -,28.3,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל פלטינום מניות,790,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,112.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-11/02,לא פעיל, *** אקסלנס אופיר שקלי טווח קצר,791,- - -,112.4,- - -,- - -,- - -,דווח,- - -,12/11-11/02,לא פעיל, *** אקסלנס אופיר שקלי טווח קצר,791,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,37.6,- - -,0.68%,0.21%,- - -,- - -,- - -,- - -,01/18-11/02,לא פעיל," *** אקסלנס גמל אג""ח צמוד מדד",792,- - -,37.6,- - -,0.68%,0.21%,אין נתונים לתחום המבוקש,- - -,01/18-11/02,לא פעיל," *** אקסלנס גמל אג""ח צמוד מדד",792,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,1.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-11/02,לא פעיל," *** אקסלנס אופיר מט""ח טווח קצר",793,- - -,1.7,- - -,- - -,- - -,דווח,- - -,12/11-11/02,לא פעיל," *** אקסלנס אופיר מט""ח טווח קצר",793,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,29.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל ללא מניות,808,- - -,29.3,- - -,- - -,- - -,דווח,- - -,12/13-11/02,לא פעיל, *** אקסלנס גמל ללא מניות,808,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.0%,486.4,971.2,0.57%,0.04%,1.35,6.98%,6.09%,503.79%,06/18-07/99,,אנליסט גמל ישראל,811,86.0%,486.4,971.2,0.57%,0.04%,דווח,503.79%,06/18-07/99,,אנליסט גמל ישראל,811,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,275.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-07/99,לא פעיל, *** אנליסט גמל כללי,812,- - -,275.5,- - -,- - -,- - -,דווח,- - -,12/15-07/99,לא פעיל, *** אנליסט גמל כללי,812,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.3%,60.1,106.1,0.54%,0.07%,1.07,3.28%,3.09%,- - -,06/18-11/02,," *** אנליסט גמל אג""ח",813,86.3%,60.1,106.1,0.54%,0.07%,דווח,- - -,06/18-11/02,," *** אנליסט גמל אג""ח",813,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.5%,87.9,143.5,0.64%,0.09%,0.90,8.65%,5.52%,- - -,06/18-11/02,, *** אנליסט גמל מניות,814,89.5%,87.9,143.5,0.64%,0.09%,דווח,- - -,06/18-11/02,, *** אנליסט גמל מניות,814,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.2%,32.4,36.9,0.51%,0.26%,0.81,0.93%,0.42%,- - -,06/18-11/02,,אנליסט גמל שקלי,815,98.2%,32.4,36.9,0.51%,0.26%,דווח,- - -,06/18-11/02,,אנליסט גמל שקלי,815,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,6.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/15-11/02,לא פעיל," *** אנליסט גמל מט""ח",816,- - -,6.6,- - -,- - -,- - -,דווח,- - -,12/15-11/02,לא פעיל," *** אנליסט גמל מט""ח",816,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",96.6%,40.1,56.7,0.54%,0.13%,1.19,11.00%,8.28%,- - -,06/18-11/02,,"אנליסט גמל מניות בחו""ל",817,96.6%,40.1,56.7,0.54%,0.13%,דווח,- - -,06/18-11/02,,"אנליסט גמל מניות בחו""ל",817,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.3%,8.5,16.0,0.52%,0.21%,0.79,4.80%,3.36%,- - -,06/18-11/02,," *** אנליסט גמל  חו""ל",818,92.3%,8.5,16.0,0.52%,0.21%,דווח,- - -,06/18-11/02,," *** אנליסט גמל  חו""ל",818,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,1.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/09-01/03,לא פעיל,הראל רקנאטי ארז,822,- - -,1.3,- - -,- - -,- - -,דווח,- - -,12/09-01/03,לא פעיל,הראל רקנאטי ארז,822,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,466.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/14-01/03,לא פעיל, *** דש אקונומיסט תגמולים,824,- - -,466.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/14-01/03,לא פעיל, *** דש אקונומיסט תגמולים,824,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,652.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/16-05/03,לא פעיל, *** מנורה מבטחים תגמולים,826,- - -,652.9,- - -,- - -,- - -,דווח,- - -,01/16-05/03,לא פעיל, *** מנורה מבטחים תגמולים,826,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,49.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/11-04/03,לא פעיל, *** מיטבית,830,- - -,49.8,- - -,- - -,- - -,דווח,- - -,12/11-04/03,לא פעיל, *** מיטבית,830,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,412.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-07/03,לא פעיל," *** פסגות גמל אג""ח",831,- - -,412.3,- - -,- - -,- - -,דווח,- - -,12/13-07/03,לא פעיל," *** פסגות גמל אג""ח",831,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,49.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-04/03,לא פעיל,פסגות גוונים כספית טווח קצר,832,- - -,49.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-04/03,לא פעיל,פסגות גוונים כספית טווח קצר,832,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/09-04/03,לא פעיל,"פסגות גוונים אג""ח לא צמודות",833,- - -,-0.6,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/09-04/03,לא פעיל,"פסגות גוונים אג""ח לא צמודות",833,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/08-04/03,לא פעיל,פריזמה גוונים צמוד מדד לטווח בינוי,834,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/08-04/03,לא פעיל,פריזמה גוונים צמוד מדד לטווח בינוי,834,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.1%,-364.1,367.2,0.72%,1.26%,0.61,2.14%,1.77%,- - -,06/18-04/03,, *** פסגות גדיש אגח צמוד מדד,835,89.1%,-364.1,367.2,0.72%,1.26%,דווח,- - -,06/18-04/03,, *** פסגות גדיש אגח צמוד מדד,835,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-04/03,לא פעיל,"פסגות גוונים מניות חו""ל",836,- - -,3.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-04/03,לא פעיל,"פסגות גוונים מניות חו""ל",836,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,15.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/09-04/03,לא פעיל,פסגות גוונים מניות,837,- - -,15.8,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/09-04/03,לא פעיל,פסגות גוונים מניות,837,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/09-04/03,לא פעיל,"פסגות גוונים אג""ח בינלאומי",838,- - -,-0.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/09-04/03,לא פעיל,"פסגות גוונים אג""ח בינלאומי",838,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-9.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/14-12/02,לא פעיל, *** פועלי בניין-פיצויים,856,- - -,-9.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/14-12/02,לא פעיל, *** פועלי בניין-פיצויים,856,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",82.7%,17.3,48.8,0.42%,- - -,1.09,4.52%,3.33%,- - -,06/18-09/03,,הראל דקל,857,82.7%,17.3,48.8,0.42%,- - -,דווח,- - -,06/18-09/03,,הראל דקל,857,84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99
